,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
8966,<<guRa-pratyAyana>T6-nimittam>T7,guRa pratyAyana nimittam,B-C I-C I-C,"0,2 T6|0,3 T7",<<guRa-pratyAyana>Tatpurusha-nimittam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
8967,<sva-samIpam>T6 <<vi-namra>Tp-Sabdezu>k1 <sAhAyya-arTam>T4,sva samIpam vi namra Sabdezu sAhAyya arTam,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 Tp|2,5 k1|5,7 T4",<sva-samIpam>Tatpurusha <<vi-namra>Tatpurusha-Sabdezu>Tatpurusha <sAhAyya-arTam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
8968,<<<vAkya-arTa>T6-budDi>T6-<<na-vyavahita>Tn-<pUrva-kAle>K1>K1>T6 <<pada-arTa>T6-jYAnam>T6,vAkya arTa budDi na vyavahita pUrva kAle pada arTa jYAnam,B-C I-C I-C I-C I-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 T6|0,7 T6|3,5 Tn|3,7 K1|5,7 K1|7,9 T6|7,10 T6",<<<vAkya-arTa>Tatpurusha-budDi>Tatpurusha-<<na-vyavahita>Tatpurusha-<pUrva-kAle>Tatpurusha>Tatpurusha>Tatpurusha <<pada-arTa>Tatpurusha-jYAnam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,7 Tatpurusha|3,5 Tatpurusha|3,7 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha|7,10 Tatpurusha"
8969,<ardita-<<ekANga-sarvANga>Di-pakzAGAte>K1>Ds,ardita ekANga sarvANga pakzAGAte,B-C I-C I-C I-C,"0,4 Ds|1,3 Di|1,4 K1",<ardita-<<ekANga-sarvANga>Dvandva-pakzAGAte>Tatpurusha>Dvandva,"0,4 Dvandva|1,3 Dvandva|1,4 Tatpurusha"
8970,<cUrRa-pradehAH>Di <<kaRqU-koWa>Di-vinASanAH>T6,cUrRa pradehAH kaRqU koWa vinASanAH,B-C I-C B-C I-C I-C,"0,2 Di|2,4 Di|2,5 T6",<cUrRa-pradehAH>Dvandva <<kaRqU-koWa>Dvandva-vinASanAH>Tatpurusha,"0,2 Dvandva|2,4 Dvandva|2,5 Tatpurusha"
8971,<<AKyAta-arTa>T6-saMKyAyAH>K1,AKyAta arTa saMKyAyAH,B-C I-C I-C,"0,2 T6|0,3 K1",<<AKyAta-arTa>Tatpurusha-saMKyAyAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
8972,<<raSiyA-deSa>K7-sTAt>U <glubokiyA-nagarAt>K7 <<etAvat-kAla>K1-paryantam>T6,raSiyA deSa sTAt glubokiyA nagarAt etAvat kAla paryantam,B-C I-C I-C B-C I-C B-C I-C I-C,"0,2 K7|0,3 U|3,5 K7|5,7 K1|5,8 T6",<<raSiyA-deSa>Tatpurusha-sTAt>Tatpurusha <glubokiyA-nagarAt>Tatpurusha <<etAvat-kAla>Tatpurusha-paryantam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha"
8973,<sattva-kftam>T3 <AvaraRa-AtmanA>T6 <<prApta-kartavya>K1-<na-karaRam>Tn>T6,sattva kftam AvaraRa AtmanA prApta kartavya na karaRam,B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 T3|2,4 T6|4,6 K1|4,8 T6|6,8 Tn",<sattva-kftam>Tatpurusha <AvaraRa-AtmanA>Tatpurusha <<prApta-kartavya>Tatpurusha-<na-karaRam>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,8 Tatpurusha|6,8 Tatpurusha"
8974,<<<na-mAnuza>Tn-svarUpa>T6-<bala-vIrya-parAkrameRa>Di>Bs7 <<avi-rUpa>T6-DArI>U,na mAnuza svarUpa bala vIrya parAkrameRa avi rUpa DArI,B-C I-C I-C I-C I-C I-C B-C I-C I-C,"0,2 Tn|0,3 T6|0,6 Bs7|3,6 Di|6,8 T6|6,9 U",<<<na-mAnuza>Tatpurusha-svarUpa>Tatpurusha-<bala-vIrya-parAkrameRa>Dvandva>Bahuvrihi <<avi-rUpa>Tatpurusha-DArI>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,6 Bahuvrihi|3,6 Dvandva|6,8 Tatpurusha|6,9 Tatpurusha"
8975,<bAr-miwaJav-saMskAraH>K7 <<upanayana-saMskAra>T6-sadfSaH>T6,bAr miwaJav saMskAraH upanayana saMskAra sadfSaH,B-C I-C I-C B-C I-C I-C,"0,3 K7|3,5 T6|3,6 T6",<bAr-miwaJav-saMskAraH>Tatpurusha <<upanayana-saMskAra>Tatpurusha-sadfSaH>Tatpurusha,"0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
8976,<<katipaya-kzaRa>K1-antaram>T6,katipaya kzaRa antaram,B-C I-C I-C,"0,2 K1|0,3 T6",<<katipaya-kzaRa>Tatpurusha-antaram>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
8977,<<sad-vyavahAra>K1-pravfttim>T6 <na-AdaravantaH>Tn,sad vyavahAra pravfttim na AdaravantaH,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 Tn",<<sad-vyavahAra>Tatpurusha-pravfttim>Tatpurusha <na-AdaravantaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
8978,<anvaya-vyatirekAByAm>Di <<pada-arTa>T6-jYAnasya>T6 <<jYAyamAna-pada>K1-arTasya>T6 <<vAkya-arTa>T6-budDO>T6,anvaya vyatirekAByAm pada arTa jYAnasya jYAyamAna pada arTasya vAkya arTa budDO,B-C I-C B-C I-C I-C B-C I-C I-C B-C I-C I-C,"0,2 Di|2,4 T6|2,5 T6|5,7 K1|5,8 T6|8,10 T6|8,11 T6",<anvaya-vyatirekAByAm>Dvandva <<pada-arTa>Tatpurusha-jYAnasya>Tatpurusha <<jYAyamAna-pada>Tatpurusha-arTasya>Tatpurusha <<vAkya-arTa>Tatpurusha-budDO>Tatpurusha,"0,2 Dvandva|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|8,10 Tatpurusha|8,11 Tatpurusha"
8979,<<nyAya-vArtika>T6-granTaH>K7,nyAya vArtika granTaH,B-C I-C I-C,"0,2 T6|0,3 K7",<<nyAya-vArtika>Tatpurusha-granTaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
8980,<<<na-Gawita>Tn-GawanA>K1-sTalIBUtAyAm>T7,na Gawita GawanA sTalIBUtAyAm,B-C I-C I-C I-C,"0,2 Tn|0,3 K1|0,4 T7",<<<na-Gawita>Tatpurusha-GawanA>Tatpurusha-sTalIBUtAyAm>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
8981,<na-<pawI-kzepeRa>T6>Tn,na pawI kzepeRa,B-C I-C I-C,"0,3 Tn|1,3 T6",<na-<pawI-kzepeRa>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
8982,<lakzya-nizWasya>Bv <<muKya-arTa>K1-sambanDasya>T6 <Sabda-nizWAyAm>Bv <pratIti-janaka>T6 <avacCedakatva-asamBavAt>T6,lakzya nizWasya muKya arTa sambanDasya Sabda nizWAyAm pratIti janaka avacCedakatva asamBavAt,B-C I-C B-C I-C I-C B-C I-C B-C I-C B-C I-C,"0,2 Bv|2,4 K1|2,5 T6|5,7 Bv|7,9 T6|9,11 T6",<lakzya-nizWasya>Bahuvrihi <<muKya-arTa>Tatpurusha-sambanDasya>Tatpurusha <Sabda-nizWAyAm>Bahuvrihi <pratIti-janaka>Tatpurusha <avacCedakatva-asamBavAt>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Bahuvrihi|7,9 Tatpurusha|9,11 Tatpurusha"
8983,<cintA-vizAdayo>Di <duKa-tiraskArayoH>Di <vipula-rASim>K1 <nArI-jAti>T6 <<<sva-kzudra>T6-svArTa>K1-sidDaye>T6 <puras-gAminI>U,cintA vizAdayo duKa tiraskArayoH vipula rASim nArI jAti sva kzudra svArTa sidDaye puras gAminI,B-C I-C B-C I-C B-C I-C B-C I-C B-C I-C I-C I-C B-C I-C,"0,2 Di|2,4 Di|4,6 K1|6,8 T6|8,10 T6|8,11 K1|8,12 T6|12,14 U",<cintA-vizAdayo>Dvandva <duKa-tiraskArayoH>Dvandva <vipula-rASim>Tatpurusha <nArI-jAti>Tatpurusha <<<sva-kzudra>Tatpurusha-svArTa>Tatpurusha-sidDaye>Tatpurusha <puras-gAminI>Tatpurusha,"0,2 Dvandva|2,4 Dvandva|4,6 Tatpurusha|6,8 Tatpurusha|8,10 Tatpurusha|8,11 Tatpurusha|8,12 Tatpurusha|12,14 Tatpurusha"
8984,<prati-deham>Tp <<pratyak-Atma>T6-BAvaH>T6,prati deham pratyak Atma BAvaH,B-C I-C B-C I-C I-C,"0,2 Tp|2,4 T6|2,5 T6",<prati-deham>Tatpurusha <<pratyak-Atma>Tatpurusha-BAvaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
8985,<go-padena>K7 <dvitIyA-viBaktyA>K7 <viDi-pratyayena>K7 <<tad-tad>K3-arTezu>K1 <na-gfhIte>Tn <<tad-ananvaya>T6-agrahAt>T6,go padena dvitIyA viBaktyA viDi pratyayena tad tad arTezu na gfhIte tad ananvaya agrahAt,B-C I-C B-C I-C B-C I-C B-C I-C I-C B-C I-C B-C I-C I-C,"0,2 K7|2,4 K7|4,6 K7|6,8 K3|6,9 K1|9,11 Tn|11,13 T6|11,14 T6",<go-padena>Tatpurusha <dvitIyA-viBaktyA>Tatpurusha <viDi-pratyayena>Tatpurusha <<tad-tad>Tatpurusha-arTezu>Tatpurusha <na-gfhIte>Tatpurusha <<tad-ananvaya>Tatpurusha-agrahAt>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|6,8 Tatpurusha|6,9 Tatpurusha|9,11 Tatpurusha|11,13 Tatpurusha|11,14 Tatpurusha"
8986,<<<<<<<<<nipAta-samaBivyAhfta>T3-AKyAta>K1-arTa>T6-saMKyA>K1-nizWa>Bv-prakAratA>K1-nirUpita>T3-viSezyatA>K1-saMbanDena>K7 <SAbda-boDe>K1 <<<<praTamA-anta>Bv-pada>K1-janya>T3-upasTitiH>K1,nipAta samaBivyAhfta AKyAta arTa saMKyA nizWa prakAratA nirUpita viSezyatA saMbanDena SAbda boDe praTamA anta pada janya upasTitiH,B-C I-C I-C I-C I-C I-C I-C I-C I-C I-C B-C I-C B-C I-C I-C I-C I-C,"0,2 T3|0,3 K1|0,4 T6|0,5 K1|0,6 Bv|0,7 K1|0,8 T3|0,9 K1|0,10 K7|10,12 K1|12,14 Bv|12,15 K1|12,16 T3|12,17 K1",<<<<<<<<<nipAta-samaBivyAhfta>Tatpurusha-AKyAta>Tatpurusha-arTa>Tatpurusha-saMKyA>Tatpurusha-nizWa>Bahuvrihi-prakAratA>Tatpurusha-nirUpita>Tatpurusha-viSezyatA>Tatpurusha-saMbanDena>Tatpurusha <SAbda-boDe>Tatpurusha <<<<praTamA-anta>Bahuvrihi-pada>Tatpurusha-janya>Tatpurusha-upasTitiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Bahuvrihi|0,7 Tatpurusha|0,8 Tatpurusha|0,9 Tatpurusha|0,10 Tatpurusha|10,12 Tatpurusha|12,14 Bahuvrihi|12,15 Tatpurusha|12,16 Tatpurusha|12,17 Tatpurusha"
8987,<<aDika-rUci>K3-pUrRAni>T3,aDika rUci pUrRAni,B-C I-C I-C,"0,2 K3|0,3 T3",<<aDika-rUci>Tatpurusha-pUrRAni>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
8988,<kriyA-padam>K7 <iti-AdO>Bs6 <<<<praTamA-anta>Bv-arTa>T6-viSezyaka>Bs6-boDasya>T6,kriyA padam iti AdO praTamA anta arTa viSezyaka boDasya,B-C I-C B-C I-C B-C I-C I-C I-C I-C,"0,2 K7|2,4 Bs6|4,6 Bv|4,7 T6|4,8 Bs6|4,9 T6",<kriyA-padam>Tatpurusha <iti-AdO>Bahuvrihi <<<<praTamA-anta>Bahuvrihi-arTa>Tatpurusha-viSezyaka>Bahuvrihi-boDasya>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|4,6 Bahuvrihi|4,7 Tatpurusha|4,8 Bahuvrihi|4,9 Tatpurusha"
8989,<sva-PaRAm>T6 <<liyU-grIvA>T6-lagnena>T7 <tAbIja-yantreRa>k7,sva PaRAm liyU grIvA lagnena tAbIja yantreRa,B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 T6|2,5 T7|5,7 k7",<sva-PaRAm>Tatpurusha <<liyU-grIvA>Tatpurusha-lagnena>Tatpurusha <tAbIja-yantreRa>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
8990,<rasa-AdeH>Bs6 <<puRyatva-upalakzaRa>T6-arTam>T4,rasa AdeH puRyatva upalakzaRa arTam,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T4",<rasa-AdeH>Bahuvrihi <<puRyatva-upalakzaRa>Tatpurusha-arTam>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
8991,<<<Sabda-koza>T6-nirmARa>T6-kAryaM>T6,Sabda koza nirmARa kAryaM,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T6",<<<Sabda-koza>Tatpurusha-nirmARa>Tatpurusha-kAryaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
8992,<manana-SIlAnAm>Bs6 <<sarva-<pada-arTa>T6>K1-jYAninAm>T6,manana SIlAnAm sarva pada arTa jYAninAm,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,5 K1|2,6 T6|3,5 T6",<manana-SIlAnAm>Bahuvrihi <<sarva-<pada-arTa>Tatpurusha>Tatpurusha-jYAninAm>Tatpurusha,"0,2 Bahuvrihi|2,5 Tatpurusha|2,6 Tatpurusha|3,5 Tatpurusha"
8993,<nEyAyika-mata>T6 <<<kriyA-janya>T3-Pala>K1-ASraya>T6 <sa-KaRqam>BvS,nEyAyika mata kriyA janya Pala ASraya sa KaRqam,B-C I-C B-C I-C I-C I-C B-C I-C,"0,2 T6|2,4 T3|2,5 K1|2,6 T6|6,8 BvS",<nEyAyika-mata>Tatpurusha <<<kriyA-janya>Tatpurusha-Pala>Tatpurusha-ASraya>Tatpurusha <sa-KaRqam>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha|6,8 Bahuvrihi"
8994,<vigraha-vAkyasya>T6 <<<samAsa-Sakti>T7-nirRAyaka>T6-tva-<na-upapatteH>Tn>T6,vigraha vAkyasya samAsa Sakti nirRAyaka tva na upapatteH,B-C I-C B-C I-C I-C I-C I-C I-C,"0,2 T6|2,4 T7|2,5 T6|2,8 T6|6,8 Tn",<vigraha-vAkyasya>Tatpurusha <<<samAsa-Sakti>Tatpurusha-nirRAyaka>Tatpurusha-tva-<na-upapatteH>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,8 Tatpurusha|6,8 Tatpurusha"
8995,<upala-vizamAH>T3 <nAga-indrARAM>T6 <SarIra-<DarA-DarAH>T6>K5,upala vizamAH nAga indrARAM SarIra DarA DarAH,B-C I-C B-C I-C B-C I-C I-C,"0,2 T3|2,4 T6|4,7 K5|5,7 T6",<upala-vizamAH>Tatpurusha <nAga-indrARAM>Tatpurusha <SarIra-<DarA-DarAH>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,7 Tatpurusha|5,7 Tatpurusha"
8996,<<saNga-Pala>Di-tyAgaH>T6,saNga Pala tyAgaH,B-C I-C I-C,"0,2 Di|0,3 T6",<<saNga-Pala>Dvandva-tyAgaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
8997,<<lakzyatA-avacCedaka>T6-guRAnAm>K1 <SAbda-boDe>K1,lakzyatA avacCedaka guRAnAm SAbda boDe,B-C I-C I-C B-C I-C,"0,2 T6|0,3 K1|3,5 K1",<<lakzyatA-avacCedaka>Tatpurusha-guRAnAm>Tatpurusha <SAbda-boDe>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
8998,<<Apat-kAlika>K1-<GaRwA-Dvanim>T6>K1 <nagara-vAsinaH>T7 <<sva-sva>d-gantavyaM>T6,Apat kAlika GaRwA Dvanim nagara vAsinaH sva sva gantavyaM,B-C I-C I-C I-C B-C I-C B-C I-C I-C,"0,2 K1|0,4 K1|2,4 T6|4,6 T7|6,8 d|6,9 T6",<<Apat-kAlika>Tatpurusha-<GaRwA-Dvanim>Tatpurusha>Tatpurusha <nagara-vAsinaH>Tatpurusha <<sva-sva>Dvandva-gantavyaM>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|6,8 Dvandva|6,9 Tatpurusha"
8999,<<<rakzA-sUtra>T6-badDa>T3-hastaH>Bs3 <<komala-BAva>T6-<sambalita-hfdayaM>K1>T3 <komala-kapolopari>K1,rakzA sUtra badDa hastaH komala BAva sambalita hfdayaM komala kapolopari,B-C I-C I-C I-C B-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 T3|0,4 Bs3|4,6 T6|4,8 T3|6,8 K1|8,10 K1",<<<rakzA-sUtra>Tatpurusha-badDa>Tatpurusha-hastaH>Bahuvrihi <<komala-BAva>Tatpurusha-<sambalita-hfdayaM>Tatpurusha>Tatpurusha <komala-kapolopari>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|4,6 Tatpurusha|4,8 Tatpurusha|6,8 Tatpurusha|8,10 Tatpurusha"
9000,<<uzRa-Beda>T5-<na-grahaH>Tn>T6,uzRa Beda na grahaH,B-C I-C I-C I-C,"0,2 T5|0,4 T6|2,4 Tn",<<uzRa-Beda>Tatpurusha-<na-grahaH>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
9001,<SAbda-boDe>T6 <<Sabda-vftti>T6-vizaya>T6,SAbda boDe Sabda vftti vizaya,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6",<SAbda-boDe>Tatpurusha <<Sabda-vftti>Tatpurusha-vizaya>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
9002,<evam-BUtaH>T2 <na-saMSayam>Tn <<<<viBUti-bala-Sakti-ESvarya>Di-Adi>Bs6-guRa>K1-saMpannam>T3,evam BUtaH na saMSayam viBUti bala Sakti ESvarya Adi guRa saMpannam,B-C I-C B-C I-C B-C I-C I-C I-C I-C I-C I-C,"0,2 T2|2,4 Tn|4,8 Di|4,9 Bs6|4,10 K1|4,11 T3",<evam-BUtaH>Tatpurusha <na-saMSayam>Tatpurusha <<<<viBUti-bala-Sakti-ESvarya>Dvandva-Adi>Bahuvrihi-guRa>Tatpurusha-saMpannam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,8 Dvandva|4,9 Bahuvrihi|4,10 Tatpurusha|4,11 Tatpurusha"
9003,<<<prAkaraRika-arTa>K1-boDa>T6-<na-antaram>Bsmn>T6 <<<<na-prAkAraRika>Tn-arTa>K1-boDa>K1-anuroDena>T6 <vyaYjanA-vfttiH>T6,prAkaraRika arTa boDa na antaram na prAkAraRika arTa boDa anuroDena vyaYjanA vfttiH,B-C I-C I-C I-C I-C B-C I-C I-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|0,5 T6|3,5 Bsmn|5,7 Tn|5,8 K1|5,9 K1|5,10 T6|10,12 T6",<<<prAkaraRika-arTa>Tatpurusha-boDa>Tatpurusha-<na-antaram>Bahuvrihi>Tatpurusha <<<<na-prAkAraRika>Tatpurusha-arTa>Tatpurusha-boDa>Tatpurusha-anuroDena>Tatpurusha <vyaYjanA-vfttiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,5 Tatpurusha|3,5 Bahuvrihi|5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha|5,10 Tatpurusha|10,12 Tatpurusha"
9004,<satya-nizwaH>T7 <<mAna-kzati>T6-karIM>U <<nindA-kaluzita>T3-jIvanAt>K1,satya nizwaH mAna kzati karIM nindA kaluzita jIvanAt,B-C I-C B-C I-C I-C B-C I-C I-C,"0,2 T7|2,4 T6|2,5 U|5,7 T3|5,8 K1",<satya-nizwaH>Tatpurusha <<mAna-kzati>Tatpurusha-karIM>Tatpurusha <<nindA-kaluzita>Tatpurusha-jIvanAt>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha"
9005,<citra-guH>Bs6 <<iti-Adi>Bs6-samAsAt>K1 <<vivakzita-arTa>K1-boDaH>T6,citra guH iti Adi samAsAt vivakzita arTa boDaH,B-C I-C B-C I-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Bs6|2,5 K1|5,7 K1|5,8 T6",<citra-guH>Bahuvrihi <<iti-Adi>Bahuvrihi-samAsAt>Tatpurusha <<vivakzita-arTa>Tatpurusha-boDaH>Tatpurusha,"0,2 Bahuvrihi|2,4 Bahuvrihi|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha"
9006,<a-<<Darmi-zWa>U-dAsi>K1>Tn,a Darmi zWa dAsi,B-C I-C I-C I-C,"0,4 Tn|1,3 U|1,4 K1",<a-<<Darmi-zWa>Tatpurusha-dAsi>Tatpurusha>Tatpurusha,"0,4 Tatpurusha|1,3 Tatpurusha|1,4 Tatpurusha"
9007,<<bala-vyasana>T3-yuktasya>K3,bala vyasana yuktasya,B-C I-C I-C,"0,2 T3|0,3 K3",<<bala-vyasana>Tatpurusha-yuktasya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9008,<kAraka-arTA>Bs6 <<tad-itara>T5-arTA>Bs6 <dvi-viDA>Bs6,kAraka arTA tad itara arTA dvi viDA,B-C I-C B-C I-C I-C B-C I-C,"0,2 Bs6|2,4 T5|2,5 Bs6|5,7 Bs6",<kAraka-arTA>Bahuvrihi <<tad-itara>Tatpurusha-arTA>Bahuvrihi <dvi-viDA>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Bahuvrihi|5,7 Bahuvrihi"
9009,<<<<sarva-viDa>K1-kArya>K1-sampAdana>T6-kuSalA>T7,sarva viDa kArya sampAdana kuSalA,B-C I-C I-C I-C I-C,"0,2 K1|0,3 K1|0,4 T6|0,5 T7",<<<<sarva-viDa>Tatpurusha-kArya>Tatpurusha-sampAdana>Tatpurusha-kuSalA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha"
9010,<<sati-saptamI>Tm-balAt>T6 <<bAhya-karaRaka>Bs6-pratyakza>K1 <sAmAnADikaraRya-upasTitO>T6 <hetutva-anvayAt>T6,sati saptamI balAt bAhya karaRaka pratyakza sAmAnADikaraRya upasTitO hetutva anvayAt,B-C I-C I-C B-C I-C I-C B-C I-C B-C I-C,"0,2 Tm|0,3 T6|3,5 Bs6|3,6 K1|6,8 T6|8,10 T6",<<sati-saptamI>Tatpurusha-balAt>Tatpurusha <<bAhya-karaRaka>Bahuvrihi-pratyakza>Tatpurusha <sAmAnADikaraRya-upasTitO>Tatpurusha <hetutva-anvayAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi|3,6 Tatpurusha|6,8 Tatpurusha|8,10 Tatpurusha"
9011,<<vistIrRa-lohita>K1-muKaH>Bv <parivftta-netraH>Bs6,vistIrRa lohita muKaH parivftta netraH,B-C I-C I-C B-C I-C,"0,2 K1|0,3 Bv|3,5 Bs6",<<vistIrRa-lohita>Tatpurusha-muKaH>Bahuvrihi <parivftta-netraH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Bahuvrihi"
9012,<tat-muKena>T6 <su-kave>Tp <<Bavat-darSana>T6-AkANkzA>T6,tat muKena su kave Bavat darSana AkANkzA,B-C I-C B-C I-C B-C I-C I-C,"0,2 T6|2,4 Tp|4,6 T6|4,7 T6",<tat-muKena>Tatpurusha <su-kave>Tatpurusha <<Bavat-darSana>Tatpurusha-AkANkzA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
9013,<<darpa-utsikta>T6-vaSAH>T6 <raRa-muKe>T6,darpa utsikta vaSAH raRa muKe,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6",<<darpa-utsikta>Tatpurusha-vaSAH>Tatpurusha <raRa-muKe>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
9014,<<na-lOkika>Tn-SaktInAm>K1,na lOkika SaktInAm,B-C I-C I-C,"0,2 Tn|0,3 K1",<<na-lOkika>Tatpurusha-SaktInAm>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9015,<prakfti-arTa>T6 <<<prakfti-janya>T3-upasTiti>K1-vizaya>T6,prakfti arTa prakfti janya upasTiti vizaya,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 T3|2,5 K1|2,6 T6",<prakfti-arTa>Tatpurusha <<<prakfti-janya>Tatpurusha-upasTiti>Tatpurusha-vizaya>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
9016,<iti-AdayaH>Bs6 <<ISvara-cintana>T6-arTaM>T4,iti AdayaH ISvara cintana arTaM,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T4",<iti-AdayaH>Bahuvrihi <<ISvara-cintana>Tatpurusha-arTaM>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
9017,<<Atman-Alocana>T6-kzamam>T6,Atman Alocana kzamam,B-C I-C I-C,"0,2 T6|0,3 T6",<<Atman-Alocana>Tatpurusha-kzamam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9018,<dvandva-atItaH>T3 <<SIta-uzRa>Di-AdiBiH>Bs6 <<na-vizaRRa>Tn-cittaH>Bs6 <dvandva-atItaH>T3,dvandva atItaH SIta uzRa AdiBiH na vizaRRa cittaH dvandva atItaH,B-C I-C B-C I-C I-C B-C I-C I-C B-C I-C,"0,2 T3|2,4 Di|2,5 Bs6|5,7 Tn|5,8 Bs6|8,10 T3",<dvandva-atItaH>Tatpurusha <<SIta-uzRa>Dvandva-AdiBiH>Bahuvrihi <<na-vizaRRa>Tatpurusha-cittaH>Bahuvrihi <dvandva-atItaH>Tatpurusha,"0,2 Tatpurusha|2,4 Dvandva|2,5 Bahuvrihi|5,7 Tatpurusha|5,8 Bahuvrihi|8,10 Tatpurusha"
