,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
858,<A-<candra-tArakam>Di>A1,A candra tArakam,B-C I-C I-C,"0,3 A1|1,3 Di",<A-<candra-tArakam>Dvandva>Avyayibhava,"0,3 Avyayibhava|1,3 Dvandva"
859,<<nAga-vITi>T6-uttaraM>Bs7 <sapta-fziByaH>K1,nAga vITi uttaraM sapta fziByaH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 Bs7|3,5 K1",<<nAga-vITi>Tatpurusha-uttaraM>Bahuvrihi <sapta-fziByaH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
860,<A-<BUta-saMplavaM>Bs7>A1 <na-mftatvaM>Tn,A BUta saMplavaM na mftatvaM,B-C I-C I-C B-C I-C,"0,3 A1|1,3 Bs7|3,5 Tn",<A-<BUta-saMplavaM>Bahuvrihi>Avyayibhava <na-mftatvaM>Tatpurusha,"0,3 Avyayibhava|1,3 Bahuvrihi|3,5 Tatpurusha"
861,<<trElokya-sTiti>T6-kAlaH>T6 <na-punarmAraH>Tn,trElokya sTiti kAlaH na punarmAraH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 Tn",<<trElokya-sTiti>Tatpurusha-kAlaH>Tatpurusha <na-punarmAraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
862,<<brahma-hatyA>T6-<aSva-meDAByAM>T6>Di <<pApa-puRya>Di-kftaH>U,brahma hatyA aSva meDAByAM pApa puRya kftaH,B-C I-C I-C I-C B-C I-C I-C,"0,2 T6|0,4 Di|2,4 T6|4,6 Di|4,7 U",<<brahma-hatyA>Tatpurusha-<aSva-meDAByAM>Tatpurusha>Dvandva <<pApa-puRya>Dvandva-kftaH>Tatpurusha,"0,2 Tatpurusha|0,4 Dvandva|2,4 Tatpurusha|4,6 Dvandva|4,7 Tatpurusha"
863,<A-<<BUta-saMplava>Bs7-antaM>T6>A1 <dvi-ja>U,A BUta saMplava antaM dvi ja,B-C I-C I-C I-C B-C I-C,"0,4 A1|1,3 Bs7|1,4 T6|4,6 U",<A-<<BUta-saMplava>Bahuvrihi-antaM>Tatpurusha>Avyayibhava <dvi-ja>Tatpurusha,"0,4 Avyayibhava|1,3 Bahuvrihi|1,4 Tatpurusha|4,6 Tatpurusha"
864,<<kAma-kroDa>Di-viyuktAnAM>T3 <yata-cetasAm>Bs3,kAma kroDa viyuktAnAM yata cetasAm,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T3|3,5 Bs3",<<kAma-kroDa>Dvandva-viyuktAnAM>Tatpurusha <yata-cetasAm>Bahuvrihi,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi"
865,<<puRya-pApa>Di-parikzaye>T6,puRya pApa parikzaye,B-C I-C I-C,"0,2 Di|0,3 T6",<<puRya-pApa>Dvandva-parikzaye>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
866,<<Darma-Druva>Di-AdyAH>Bs6 <loka-sAkziRaH>U,Darma Druva AdyAH loka sAkziRaH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 U",<<Darma-Druva>Dvandva-AdyAH>Bahuvrihi <loka-sAkziRaH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
867,<tat-sAzwryA>T6 <utpanna-<yoga-fdDiH>T7>Bs6,tat sAzwryA utpanna yoga fdDiH,B-C I-C B-C I-C I-C,"0,2 T6|2,5 Bs6|3,5 T7",<tat-sAzwryA>Tatpurusha <utpanna-<yoga-fdDiH>Tatpurusha>Bahuvrihi,"0,2 Tatpurusha|2,5 Bahuvrihi|3,5 Tatpurusha"
868,<sa-<cara-acaram>K1>BvS,sa cara acaram,B-C I-C I-C,"0,3 BvS|1,3 K1",<sa-<cara-acaram>Tatpurusha>Bahuvrihi,"0,3 Bahuvrihi|1,3 Tatpurusha"
869,<<viveka-jYAna>Di-dfzwaM>T3,viveka jYAna dfzwaM,B-C I-C I-C,"0,2 Di|0,3 T3",<<viveka-jYAna>Dvandva-dfzwaM>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
870,<<na-mala>Tn-Atmakam>Bs6,na mala Atmakam,B-C I-C I-C,"0,2 Tn|0,3 Bs6",<<na-mala>Tatpurusha-Atmakam>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
871,<<<<<<vAma-pAda>K1-<ambu-ja>U>K1-aNguzWa>T6-naKa>T6-srotaH>T6-vinirgatAm>T3,vAma pAda ambu ja aNguzWa naKa srotaH vinirgatAm,B-C I-C I-C I-C I-C I-C I-C I-C,"0,2 K1|0,4 K1|0,5 T6|0,6 T6|0,7 T6|0,8 T3|2,4 U",<<<<<<vAma-pAda>Tatpurusha-<ambu-ja>Tatpurusha>Tatpurusha-aNguzWa>Tatpurusha-naKa>Tatpurusha-srotaH>Tatpurusha-vinirgatAm>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha|0,7 Tatpurusha|0,8 Tatpurusha|2,4 Tatpurusha"
872,<catur-BedA>Bs6 <<<dik-Beda>T6-gati>T6-lakzaRA>Bs6,catur BedA dik Beda gati lakzaRA,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T6|2,6 Bs6",<catur-BedA>Bahuvrihi <<<dik-Beda>Tatpurusha-gati>Tatpurusha-lakzaRA>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Bahuvrihi"
873,<sagara-<Atma-jAn>U>T6,sagara Atma jAn,B-C I-C I-C,"0,3 T6|1,3 U",<sagara-<Atma-jAn>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
874,<<<na-pUrva>Tn-puRya>K1-prAptiH>T6,na pUrva puRya prAptiH,B-C I-C I-C I-C,"0,2 Tn|0,3 K1|0,4 T6",<<<na-pUrva>Tatpurusha-puRya>Tatpurusha-prAptiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
875,<Sukla-kfzRa-aruRAH>Di <SEla-kAMcanAH>K7,Sukla kfzRa aruRAH SEla kAMcanAH,B-C I-C I-C B-C I-C,"0,3 Di|3,5 K7",<Sukla-kfzRa-aruRAH>Dvandva <SEla-kAMcanAH>Tatpurusha,"0,3 Dvandva|3,5 Tatpurusha"
876,<<vara-prAsAda>K1-maRqitAH>T3,vara prAsAda maRqitAH,B-C I-C I-C,"0,2 K1|0,3 T3",<<vara-prAsAda>Tatpurusha-maRqitAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
877,<<mahat-nAga>K1-jAtayaH>T6 <mahat-mune>k1,mahat nAga jAtayaH mahat mune,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 k1",<<mahat-nAga>Tatpurusha-jAtayaH>Tatpurusha <mahat-mune>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
878,<vIRA-veRu-mfdaMgAnAM>Di,vIRA veRu mfdaMgAnAM,B-C I-C I-C,"0,3 Di",<vIRA-veRu-mfdaMgAnAM>Dvandva,"0,3 Dvandva"
879,<vizRu-prasAdAt>T6 <<pAtAla-antara>T6-gocaraH>T7,vizRu prasAdAt pAtAla antara gocaraH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T7",<vizRu-prasAdAt>Tatpurusha <<pAtAla-antara>Tatpurusha-gocaraH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
880,<<PaRA-maRi>T6-sahasreRa>T6,PaRA maRi sahasreRa,B-C I-C I-C,"0,2 T6|0,3 T6",<<PaRA-maRi>Tatpurusha-sahasreRa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
881,<nIla-vAsAH>Bs6 <mada-utsiktaH>T3 <<Sveta-hAra>K1-upaSoBitaH>T3,nIla vAsAH mada utsiktaH Sveta hAra upaSoBitaH,B-C I-C B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T3|4,6 K1|4,7 T3",<nIla-vAsAH>Bahuvrihi <mada-utsiktaH>Tatpurusha <<Sveta-hAra>Tatpurusha-upaSoBitaH>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
882,<sa-<aBra-<gaNgA-pravAhaH>T6>Di>Bvs <kElAsa-adriH>K7,sa aBra gaNgA pravAhaH kElAsa adriH,B-C I-C I-C I-C B-C I-C,"0,4 Bvs|1,4 Di|2,4 T6|4,6 K7",<sa-<aBra-<gaNgA-pravAhaH>Tatpurusha>Dvandva>Bahuvrihi <kElAsa-adriH>Tatpurusha,"0,4 Bahuvrihi|1,4 Dvandva|2,4 Tatpurusha|4,6 Tatpurusha"
883,<<lANgala-Asakta>T7-<hasta-agraH>T6>Bs6,lANgala Asakta hasta agraH,B-C I-C I-C I-C,"0,2 T7|0,4 Bs6|2,4 T6",<<lANgala-Asakta>Tatpurusha-<hasta-agraH>Tatpurusha>Bahuvrihi,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha"
884,<<SvAsa-anila>T6-apAstaM>T3,SvAsa anila apAstaM,B-C I-C I-C,"0,2 T6|0,3 T3",<<SvAsa-anila>Tatpurusha-apAstaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
885,<jambU-dvIpasya>K7 <<Sata-sAhasra>K1-sammitaH>T3,jambU dvIpasya Sata sAhasra sammitaH,B-C I-C B-C I-C I-C,"0,2 K7|2,4 K1|2,5 T3",<jambU-dvIpasya>Tatpurusha <<Sata-sAhasra>Tatpurusha-sammitaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
886,<<plakza-dvIpa>K7-ISvarasya>T6,plakza dvIpa ISvarasya,B-C I-C I-C,"0,2 K7|0,3 T6",<<plakza-dvIpa>Tatpurusha-ISvarasya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
887,<<plakza-dvIpa>K7-ISvarAH>T6,plakza dvIpa ISvarAH,B-C I-C I-C,"0,2 K7|0,3 T6",<<plakza-dvIpa>Tatpurusha-ISvarAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
888,<<deva-ganDarva>Di-sahitAH>T3,deva ganDarva sahitAH,B-C I-C I-C,"0,2 Di|0,3 T3",<<deva-ganDarva>Dvandva-sahitAH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
889,<<tretA-yuga>K7-samaH>T5 <mahat-mate>Bs6,tretA yuga samaH mahat mate,B-C I-C I-C B-C I-C,"0,2 K7|0,3 T5|3,5 Bs6",<<tretA-yuga>Tatpurusha-samaH>Tatpurusha <mahat-mate>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
890,<<plakza-dvIpa>K7-Adizu>Bs6 <<SAka-dvIpa>K7-antikezu>T6,plakza dvIpa Adizu SAka dvIpa antikezu,B-C I-C I-C B-C I-C I-C,"0,2 K7|0,3 Bs6|3,5 K7|3,6 T6",<<plakza-dvIpa>Tatpurusha-Adizu>Bahuvrihi <<SAka-dvIpa>Tatpurusha-antikezu>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha"
891,<<daSa-varza>Km-sahasrARi>T6,daSa varza sahasrARi,B-C I-C I-C,"0,2 Km|0,3 T6",<<daSa-varza>Tatpurusha-sahasrARi>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
892,<vipra-kzatriya-vESyAH>Di <muni-sattama>T7,vipra kzatriya vESyAH muni sattama,B-C I-C I-C B-C I-C,"0,3 Di|3,5 T7",<vipra-kzatriya-vESyAH>Dvandva <muni-sattama>Tatpurusha,"0,3 Dvandva|3,5 Tatpurusha"
893,<plakzaH-<tat-nAma>T6-saMjYaH>Bs6 <plakza-dvIpaH>K7 <<dvi-ja>U-uttama>T7,plakzaH tat nAma saMjYaH plakza dvIpaH dvi ja uttama,B-C I-C I-C I-C B-C I-C B-C I-C I-C,"0,4 Bs6|1,3 T6|4,6 K7|6,8 U|6,9 T7",<plakzaH-<tat-nAma>Tatpurusha-saMjYaH>Bahuvrihi <plakza-dvIpaH>Tatpurusha <<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,4 Bahuvrihi|1,3 Tatpurusha|4,6 Tatpurusha|6,8 Tatpurusha|6,9 Tatpurusha"
894,<<plakza-dvIpa>K7-pramARena>T6 <plakza-dvIpaH>K7,plakza dvIpa pramARena plakza dvIpaH,B-C I-C I-C B-C I-C,"0,2 K7|0,3 T6|3,5 K7",<<plakza-dvIpa>Tatpurusha-pramARena>Tatpurusha <plakza-dvIpaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
895,<ikzurasa-udena>T6 <pariveza-anu-kAriRA>U,ikzurasa udena pariveza anu kAriRA,B-C I-C B-C I-C I-C,"0,2 T6|2,5 U",<ikzurasa-udena>Tatpurusha <pariveza-anu-kAriRA>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha"
896,<<ikzu-rasa>T6-udakaH>Bs6,ikzu rasa udakaH,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<ikzu-rasa>Tatpurusha-udakaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
897,<vistAra-<dvi-guRena>Bs6>T5,vistAra dvi guRena,B-C I-C I-C,"0,3 T5|1,3 Bs6",<vistAra-<dvi-guRena>Bahuvrihi>Tatpurusha,"0,3 Tatpurusha|1,3 Bahuvrihi"
898,<<catur-varRa>Tds-yutAni>T3,catur varRa yutAni,B-C I-C I-C,"0,2 Tds|0,3 T3",<<catur-varRa>Tatpurusha-yutAni>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
899,<<deva-ganDarva-yakza-kiMpuruza>Di-AdayaH>Bs6,deva ganDarva yakza kiMpuruza AdayaH,B-C I-C I-C I-C I-C,"0,4 Di|0,5 Bs6",<<deva-ganDarva-yakza-kiMpuruza>Dvandva-AdayaH>Bahuvrihi,"0,4 Dvandva|0,5 Bahuvrihi"
900,<<nija-anuzWAna>K1-tatparAH>T7,nija anuzWAna tatparAH,B-C I-C I-C,"0,2 K1|0,3 T7",<<nija-anuzWAna>Tatpurusha-tatparAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
901,<<<<yaTA-ukta>A1-arTa>K1-upasaMhAra>T6-arTaH>T4,yaTA ukta arTa upasaMhAra arTaH,B-C I-C I-C I-C I-C,"0,2 A1|0,3 K1|0,4 T6|0,5 T4",<<<<yaTA-ukta>Avyayibhava-arTa>Tatpurusha-upasaMhAra>Tatpurusha-arTaH>Tatpurusha,"0,2 Avyayibhava|0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha"
902,<kzamayanti-ugram-<aDikAra-Pala>Di-pradam>U,kzamayanti ugram aDikAra Pala pradam,B-C I-C I-C I-C I-C,"0,5 U|2,4 Di",<kzamayanti-ugram-<aDikAra-Pala>Dvandva-pradam>Tatpurusha,"0,5 Tatpurusha|2,4 Dvandva"
903,<dvIpa-upa-dvIpezu>Di,dvIpa upa dvIpezu,B-C I-C I-C,"0,3 Di",<dvIpa-upa-dvIpezu>Dvandva,"0,3 Dvandva"
904,<anu-krama-uditAH>T3,anu krama uditAH,B-C I-C I-C,"0,3 T3",<anu-krama-uditAH>Tatpurusha,"0,3 Tatpurusha"
905,<kzudra-<nimna-gAH>U>K1,kzudra nimna gAH,B-C I-C I-C,"0,3 K1|1,3 U",<kzudra-<nimna-gAH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
906,<varza-<nimna-gAH>U>T7,varza nimna gAH,B-C I-C I-C,"0,3 T7|1,3 U",<varza-<nimna-gAH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
907,<<krOYca-dvIpa>K7-tulyena>T6,krOYca dvIpa tulyena,B-C I-C I-C,"0,2 K7|0,3 T6",<<krOYca-dvIpa>Tatpurusha-tulyena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
908,<<SAka-dvIpa>K7-ISvarasya>T6 <<su-mahat>U-AtmanaH>Bs6,SAka dvIpa ISvarasya su mahat AtmanaH,B-C I-C I-C B-C I-C I-C,"0,2 K7|0,3 T6|3,5 U|3,6 Bs6",<<SAka-dvIpa>Tatpurusha-ISvarasya>Tatpurusha <<su-mahat>Tatpurusha-AtmanaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Bahuvrihi"
909,<<<yatra-tya>A1-vAta>k1-saMsparSAt>T6,yatra tya vAta saMsparSAt,B-C I-C I-C I-C,"0,2 A1|0,3 k1|0,4 T6",<<<yatra-tya>Avyayibhava-vAta>Tatpurusha-saMsparSAt>Tatpurusha,"0,2 Avyayibhava|0,3 Tatpurusha|0,4 Tatpurusha"
910,<<cAtur-varRya>Tds-samanvitAH>T3,cAtur varRya samanvitAH,B-C I-C I-C,"0,2 Tds|0,3 T3",<<cAtur-varRya>Tatpurusha-samanvitAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
911,<<jala-da>U-Adizu>Bs6,jala da Adizu,B-C I-C I-C,"0,2 U|0,3 Bs6",<<jala-da>Tatpurusha-Adizu>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
912,<SAka-dvIpe>K7 <<sUrya-rUpa>T6-DaraH>U,SAka dvIpe sUrya rUpa DaraH,B-C I-C B-C I-C I-C,"0,2 K7|2,4 T6|2,5 U",<SAka-dvIpe>Tatpurusha <<sUrya-rUpa>Tatpurusha-DaraH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
913,<<SAka-dvIpaH>K7-pramARena>T6,SAka dvIpaH pramARena,B-C I-C I-C,"0,2 K7|0,3 T6",<<SAka-dvIpaH>Tatpurusha-pramARena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
914,<<DAtukI-KaRqa>K7-saMjYitam>K7,DAtukI KaRqa saMjYitam,B-C I-C I-C,"0,2 K7|0,3 K7",<<DAtukI-KaRqa>Tatpurusha-saMjYitam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
915,<<puzkara-dvIpa>K7-valayaM>T6,puzkara dvIpa valayaM,B-C I-C I-C,"0,2 K7|0,3 T6",<<puzkara-dvIpa>Tatpurusha-valayaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
916,<<tat-varza-ka>K1-dvayam>T6,tat varza ka dvayam,B-C I-C I-C I-C,"0,3 K1|0,4 T6",<<tat-varza-ka>Tatpurusha-dvayam>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha"
917,<loBa-Adi-kaH>Bs6,loBa Adi kaH,B-C I-C I-C,"0,3 Bs6",<loBa-Adi-kaH>Bahuvrihi,"0,3 Bahuvrihi"
918,<<varza-dvaya>T6-anvite>T3,varza dvaya anvite,B-C I-C I-C,"0,2 T6|0,3 T3",<<varza-dvaya>Tatpurusha-anvite>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
919,<<DAtakI-KaRqa>K7-saMjYe>Bs6,DAtakI KaRqa saMjYe,B-C I-C I-C,"0,2 K7|0,3 Bs6",<<DAtakI-KaRqa>Tatpurusha-saMjYe>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
920,<<na-nyUna>Tn-<na-atiriktAH>Tn>K1,na nyUna na atiriktAH,B-C I-C I-C I-C,"0,2 Tn|0,4 K1|2,4 Tn",<<na-nyUna>Tatpurusha-<na-atiriktAH>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
921,<<yojana-ayuta>T6-vistftaH>T3,yojana ayuta vistftaH,B-C I-C I-C,"0,2 T6|0,3 T3",<<yojana-ayuta>Tatpurusha-vistftaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
922,<<paYcaSat-kowi>K1-vistArA>Bs7 <mahat-mune>k1,paYcaSat kowi vistArA mahat mune,B-C I-C I-C B-C I-C,"0,2 K1|0,3 Bs7|3,5 k1",<<paYcaSat-kowi>Tatpurusha-vistArA>Bahuvrihi <mahat-mune>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
923,<<<Sastra-agni>Di-Baya>T6-dAyinaH>U,Sastra agni Baya dAyinaH,B-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 U",<<<Sastra-agni>Dvandva-Baya>Tatpurusha-dAyinaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha"
924,<yaH-ca-<ut-SvAsa>K1-niroDakaH>T6,yaH ca ut SvAsa niroDakaH,B-C I-C I-C I-C I-C,"0,5 T6|2,4 K1",<yaH-ca-<ut-SvAsa>Tatpurusha-niroDakaH>Tatpurusha,"0,5 Tatpurusha|2,4 Tatpurusha"
925,<<rAjanya-vESya>Di-hA>U <<guru-talpa>T6-gaH>U,rAjanya vESya hA guru talpa gaH,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 U|3,5 T6|3,6 U",<<rAjanya-vESya>Dvandva-hA>Tatpurusha <<guru-talpa>Tatpurusha-gaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
926,<<a-gamya>Tn-gAmI>U <dvi-ja>U,a gamya gAmI dvi ja,B-C I-C I-C B-C I-C,"0,2 Tn|0,3 U|3,5 U",<<a-gamya>Tatpurusha-gAmI>Tatpurusha <dvi-ja>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
927,<<dur-izwa>K1-kft>U,dur izwa kft,B-C I-C I-C,"0,2 K1|0,3 U",<<dur-izwa>Tatpurusha-kft>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
928,<pitf-deva-atiTIn>Di <nara-aDamaH>T7,pitf deva atiTIn nara aDamaH,B-C I-C I-C B-C I-C,"0,3 Di|3,5 T7",<pitf-deva-atiTIn>Dvandva <nara-aDamaH>Tatpurusha,"0,3 Dvandva|3,5 Tatpurusha"
929,<<KaNga-Adi>Bs6-kft>U,KaNga Adi kft,B-C I-C I-C,"0,2 Bs6|0,3 U",<<KaNga-Adi>Bahuvrihi-kft>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
930,<<mizwa-anna>K1-Buk>U,mizwa anna Buk,B-C I-C I-C,"0,2 K1|0,3 U",<<mizwa-anna>Tatpurusha-Buk>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
931,<lAkzA-mAMsa-rasAnAM>Di,lAkzA mAMsa rasAnAM,B-C I-C I-C,"0,3 Di",<lAkzA-mAMsa-rasAnAM>Dvandva,"0,3 Dvandva"
932,<mArjAra-kukkuwa-cCAga-Sva-varAha-vihaMgamAn>Di,mArjAra kukkuwa cCAga Sva varAha vihaMgamAn,B-C I-C I-C I-C I-C I-C,"0,6 Di",<mArjAra-kukkuwa-cCAga-Sva-varAha-vihaMgamAn>Dvandva,"0,6 Dvandva"
933,<<dvi-ja>U-sattama>T7,dvi ja sattama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
934,<<<retaH-pAta>T6-Adi>Bs6-kartAraH>T6 <maryAdA-BedinaH>T6,retaH pAta Adi kartAraH maryAdA BedinaH,B-C I-C I-C I-C B-C I-C,"0,2 T6|0,3 Bs6|0,4 T6|4,6 T6",<<<retaH-pAta>Tatpurusha-Adi>Bahuvrihi-kartAraH>Tatpurusha <maryAdA-BedinaH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha"
935,<<sandaMSa-yAtanA>T6-maDye>T6,sandaMSa yAtanA maDye,B-C I-C I-C,"0,2 T6|0,3 T6",<<sandaMSa-yAtanA>Tatpurusha-maDye>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
936,<<naraka-antara>Tm-gocarEH>T7,naraka antara gocarEH,B-C I-C I-C,"0,2 Tm|0,3 T7",<<naraka-antara>Tatpurusha-gocarEH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
937,<<sahasra-BAga>Bs7-praTamAH>Bs6 <dvitIya-anu-kramAH>Bs6,sahasra BAga praTamAH dvitIya anu kramAH,B-C I-C I-C B-C I-C I-C,"0,2 Bs7|0,3 Bs6|3,6 Bs6",<<sahasra-BAga>Bahuvrihi-praTamAH>Bahuvrihi <dvitIya-anu-kramAH>Bahuvrihi,"0,2 Bahuvrihi|0,3 Bahuvrihi|3,6 Bahuvrihi"
938,<pApa-kft>U <prAyaScitta-<parAN-muKaH>Bs6>T5,pApa kft prAyaScitta parAN muKaH,B-C I-C B-C I-C I-C,"0,2 U|2,5 T5|3,5 Bs6",<pApa-kft>Tatpurusha <prAyaScitta-<parAN-muKaH>Bahuvrihi>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|3,5 Bahuvrihi"
939,<na-SezARAM>Bsmn <kfzRa-anu-smaraRaM>T6,na SezARAM kfzRa anu smaraRaM,B-C I-C B-C I-C I-C,"0,2 Bsmn|2,5 T6",<na-SezARAM>Bahuvrihi <kfzRa-anu-smaraRaM>Tatpurusha,"0,2 Bahuvrihi|2,5 Tatpurusha"
940,<hari-saM-smaraRaM>T6,hari saM smaraRaM,B-C I-C I-C,"0,3 T6",<hari-saM-smaraRaM>Tatpurusha,"0,3 Tatpurusha"
941,<<sanDyA-maDyAhna>Tm-Adizu>Bs6,sanDyA maDyAhna Adizu,B-C I-C I-C,"0,2 Tm|0,3 Bs6",<<sanDyA-maDyAhna>Tatpurusha-Adizu>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
942,<vizRu-saM-smaraRAt>T6 <kzIRa-<<samasta-kleSa>K1-saYcayaH>T6>Bs6,vizRu saM smaraRAt kzIRa samasta kleSa saYcayaH,B-C I-C I-C B-C I-C I-C I-C,"0,3 T6|3,7 Bs6|4,6 K1|4,7 T6",<vizRu-saM-smaraRAt>Tatpurusha <kzIRa-<<samasta-kleSa>Tatpurusha-saYcayaH>Tatpurusha>Bahuvrihi,"0,3 Tatpurusha|3,7 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha"
943,<<japa-homa-arcana>Di-Adizu>Bs6,japa homa arcana Adizu,B-C I-C I-C I-C,"0,3 Di|0,4 Bs6",<<japa-homa-arcana>Dvandva-Adizu>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi"
944,<<<deva-indra>T7-tva>U-AdikaM>Bs6,deva indra tva AdikaM,B-C I-C I-C I-C,"0,2 T7|0,3 U|0,4 Bs6",<<<deva-indra>Tatpurusha-tva>Tatpurusha-AdikaM>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi"
945,<<nAka-pfzWa>T6-gamanaM>T6 <<punar-Avftti>A1-lakzaRam>Bs6,nAka pfzWa gamanaM punar Avftti lakzaRam,B-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 T6|3,5 A1|3,6 Bs6",<<nAka-pfzWa>Tatpurusha-gamanaM>Tatpurusha <<punar-Avftti>Avyayibhava-lakzaRam>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Avyayibhava|3,6 Bahuvrihi"
